Academic_Year,AY_Start,AY_End,Region,Enrollees_K,Enrollees_G1,Enrollees_G2,Enrollees_G3,Enrollees_G4,Enrollees_G5,Enrollees_G6,Enrollees_G7,Enrollees_G8,Enrollees_G9,Enrollees_G10,Enrollees_G11_ABM,Enrollees_G11_HUMSS,Enrollees_G11_STEM,Enrollees_G11_GAS,Enrollees_G11_MARITIME,Enrollees_G11_TVL,Enrollees_G11_SPORTs,Enrollees_G11_A&D,Enrollees_G12_ABM,Enrollees_G12_HUMSS,Enrollees_G12_STEM,Enrollees_G12_GAS,Enrollees_G12_MARITIME,Enrollees_G12_TVL,Enrollees_G122_SPORTs,Enrollees_G12_A&D,Teachers_Elementary,Teachers_JHS,Teachers_SHS
SY 2018-2019,2018,2019,Region IX - Zamboanga Peninsula,87087,89910,75151,77388,82130,88480,88802,94360,76682,62637,52329,2074,6454,2029,4324,0,19761,72,113,1619,3267,1479,6840,0,12410,43,37,21505,10517,1928
SY 2018-2019,2018,2019,Region X - Northern Mindanao,113207,108865,94010,100438,104142,105240,106403,96861,83872,68191,58987,3462,7531,1954,9112,0,18799,165,127,2508,4223,1324,8370,0,14747,101,119,24781,11271,2367
SY 2018-2019,2018,2019,Region XI - Davao Region,108435,110576,85069,102117,107231,105185,110866,111786,95221,79505,66673,2013,5017,1725,9275,0,23114,13,110,1309,2917,1298,8159,0,17267,8,126,24489,13149,2566
SY 2018-2019,2018,2019,Region XII - Soccsksargen,108276,105352,86980,96404,102815,105245,102854,97747,85037,70042,60394,2990,13272,2844,4579,0,21634,139,232,2301,9299,2075,5097,0,16057,148,158,24097,12108,2894
SY 2018-2019,2018,2019,CARAGA - CARAGA,66344,64549,54548,60971,62485,64166,62912,60392,56425,48859,42521,1804,3838,2313,8496,0,14944,61,74,1465,2464,1741,7041,0,12421,30,43,16529,8731,2104
SY 2018-2019,2018,2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,96939,93723,88177,83362,77874,74854,70619,45172,38493,32834,27735,895,1503,993,7129,0,5352,22,99,793,969,739,5533,0,4289,41,65,15863,4965,393
SY 2018-2019,2018,2019,CAR - Cordillera Administrative Region,33446,31834,27375,30482,32338,33654,34291,29931,26444,24129,21791,1014,3276,1320,2339,0,5143,52,44,878,1801,1041,2666,0,4480,39,56,10349,4733,668
SY 2018-2019,2018,2019,NCR - National Capital Region,179733,186689,160860,171842,184419,194173,192621,196030,181557,165571,154682,7335,5874,6238,6746,0,19588,217,613,6561,4242,5029,6203,0,16559,148,480,36632,29540,3266
SY 2019-2020,2019,2020,Region I - Ilocos Region,75959,102181,95979,77993,89200,94792,101234,93602,93218,87246,79405,5115,12858,6699,12567,0,26641,0,243,4558,9046,5330,13825,0,23605,0,174,25955,14741,4507
SY 2019-2020,2019,2020,Region II - Cagayan Valley,57425,78666,72513,58552,66201,70953,72599,63395,62960,56109,49517,2887,10213,4740,8837,0,13497,241,169,3117,6984,3837,9204,0,12364,114,142,19546,9535,2868
SY 2019-2020,2019,2020,Region III - Central Luzon,183366,235219,217953,177582,197480,207927,220661,198107,194024,176747,159459,10340,18864,9292,17181,74,36582,121,169,9610,11918,6935,17676,82,33220,186,115,48812,28892,6405
SY 2019-2020,2019,2020,Region IV-A - CALABARZON,235657,296299,278407,226162,241976,266789,273862,252911,254883,228298,201198,13620,26869,8812,8866,78,37563,256,512,12239,18181,6976,10893,48,35182,189,411,57348,35036,6470
SY 2019-2020,2019,2020,Region IV-B - MIMAROPA,62580,79994,73661,62221,68531,69908,71409,64415,66434,60241,52001,2574,8326,3153,10663,0,14393,183,252,2341,4842,2551,10593,0,12221,124,184,18509,10212,2687
SY 2019-2020,2019,2020,Region V - Bicol Region,126309,150668,143769,120135,131351,131254,138936,132293,144755,128244,109527,4484,7039,4332,31896,37,34034,172,540,4534,5007,3657,29147,40,31126,121,497,36886,20246,5441
SY 2019-2020,2019,2020,Region VI - Western Visayas,121950,164161,157862,129636,147646,153231,162307,156002,167595,141845,120544,6713,24978,6297,13342,0,44631,166,231,6235,17640,5056,13198,0,37686,121,227,41336,22567,6166
SY 2019-2020,2019,2020,Region VII - Central Visayas,137735,165040,160390,125487,146239,156138,159056,147746,157449,132972,117199,4793,12902,4328,23318,15,36072,152,323,4155,9532,3605,20039,31,31416,131,197,39516,22526,4454
SY 2019-2020,2019,2020,Region VIII - Eastern Visayas,87663,109065,103654,87123,93671,95146,103324,98759,99889,91609,78906,3644,14038,3062,16930,0,26963,97,98,3224,10462,2490,15548,0,23634,114,37,30273,15498,4188
SY 2019-2020,2019,2020,Region IX - Zamboanga Peninsula,79555,92400,88074,74687,76894,81276,85913,82185,84702,69589,56488,2222,7873,2538,3213,0,22573,31,164,1975,6257,2012,3396,0,17774,48,107,22624,11001,2290
SY 2019-2020,2019,2020,Region X - Northern Mindanao,97570,116930,107336,93559,99385,102781,103311,90768,89854,77525,63520,3296,9666,2737,8088,0,19967,191,103,3203,7357,2062,7638,0,16803,144,139,25494,11830,2594
SY 2019-2020,2019,2020,Region XI - Davao Region,94638,112785,108493,85370,101273,106159,102581,102529,103482,87417,73008,2151,6637,1964,8875,0,22989,7,139,2069,4929,1678,8325,0,20502,16,164,25098,13683,2978
SY 2019-2020,2019,2020,Region XII - Soccsksargen,91535,110945,103847,86519,95336,101614,103016,92748,91563,78428,64707,2820,16382,3394,3120,0,20676,154,274,2861,12892,2889,3698,0,18576,133,243,24475,12681,3278
SY 2019-2020,2019,2020,CARAGA - CARAGA,54921,69238,63517,54223,60383,61774,63095,56228,57766,52708,45572,1882,4304,2817,9084,0,15293,60,164,1808,3653,2295,8000,0,13384,60,77,16700,9018,2421
SY 2019-2020,2019,2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,96298,97058,88502,81870,77053,72331,69574,47038,41993,35254,30475,878,2316,1044,8393,0,6893,28,52,904,1487,945,6386,0,4482,22,81,16348,5236,610
SY 2019-2020,2019,2020,CAR - Cordillera Administrative Region,26306,34444,31604,27274,30456,32116,33333,27780,27876,24834,22677,1174,4161,1555,2531,38,4888,77,46,987,3157,1298,2086,0,4581,44,41,10610,4808,908
SY 2019-2020,2019,2020,NCR - National Capital Region,161609,191673,184661,160721,170436,182789,191790,191052,183797,173232,156134,8076,9097,7371,6298,0,20354,273,587,7171,5997,6212,6065,0,17982,183,561,37670,29883,3335
SY 2020-2021,2020,2021,Region I - Ilocos Region,94116,81564,103588,97987,79719,90594,95320,92467,92384,92277,85439,5602,17645,8845,14239,0,26643,0,125,5069,12447,6688,12085,0,24496,0,227,26699,15117,5138
SY 2020-2021,2020,2021,Region II - Cagayan Valley,71127,62155,79107,73591,59442,66894,70933,66195,63345,62601,55463,3299,14676,6501,10248,0,12652,177,118,2964,10417,4878,8152,0,12563,234,156,20534,10127,3441
SY 2020-2021,2020,2021,Region III - Central Luzon,206499,194829,235855,221092,180349,200552,207228,195207,192244,187749,171167,13236,28916,13857,21920,116,35749,132,170,10131,17839,9560,16370,75,31954,103,107,49911,29860,7357
SY 2020-2021,2020,2021,Region IV-A - CALABARZON,257811,253351,297550,282112,228360,246049,264399,244844,243509,246328,220604,17855,38909,13784,8117,70,37241,203,325,13466,25836,9104,8144,66,33193,196,481,60421,36551,7536
SY 2020-2021,2020,2021,Region IV-B - MIMAROPA,71474,69440,77107,72522,61186,67427,68503,61043,61488,62184,57392,2929,11086,4478,12604,0,13000,125,186,2541,7559,3173,10313,0,13088,166,235,19277,10325,3127
SY 2020-2021,2020,2021,Region V - Bicol Region,123345,133048,140485,137404,115027,126431,126429,109620,117412,126886,112529,4692,8076,4900,37915,37,26852,127,453,4145,6504,4176,28024,35,27251,143,521,38012,21228,6696
SY 2020-2021,2020,2021,Region VI - Western Visayas,144282,139661,163219,158587,130619,148186,152495,151250,156061,163762,138227,7517,31585,8666,15514,0,45780,89,201,6700,24183,6573,12687,0,40679,153,228,42132,23296,7060
SY 2020-2021,2020,2021,Region VII - Central Visayas,150235,146880,161649,158383,124660,145008,153947,137491,136900,145879,125381,5751,17932,5799,27619,31,33673,182,258,4532,12707,4472,20873,15,32011,143,335,40653,24145,6144
SY 2020-2021,2020,2021,Region VIII - Eastern Visayas,99986,93679,107036,103326,86895,93558,94453,96281,95531,96008,87289,4410,18304,4382,19402,0,25293,126,50,3574,13502,3118,15977,0,24687,105,95,30620,15841,4735
SY 2020-2021,2020,2021,Region IX - Zamboanga Peninsula,77264,84268,88430,85402,72767,75487,78587,77452,78463,80318,66181,2564,12830,3533,5213,0,22390,61,78,2177,7823,2555,2927,0,20348,45,151,23305,11756,3236
SY 2020-2021,2020,2021,Region X - Northern Mindanao,100022,102570,113957,105669,91814,97498,100026,84774,85504,84411,73626,3891,14082,3983,10131,0,18406,91,50,3305,9479,2852,7395,0,17825,183,111,26810,12888,3414
SY 2020-2021,2020,2021,Region XI - Davao Region,95418,97569,108125,104702,82347,97975,101232,88835,94063,94088,80582,2709,9577,2941,13617,0,24649,7,70,1845,6256,1867,8055,0,20247,6,88,26010,14773,3365
SY 2020-2021,2020,2021,Region XII - Soccsksargen,95290,96596,110462,103302,86288,94870,99723,89355,88169,86416,74145,3657,24243,5057,2860,0,20380,104,264,2754,16007,3468,2534,0,18709,167,217,25244,12774,3691
SY 2020-2021,2020,2021,CARAGA - CARAGA,60342,59573,68036,63224,54055,60158,61074,55731,55327,55806,51100,2001,6755,3930,12256,0,14968,17,173,1882,4342,2845,8776,0,14252,54,158,17440,9356,3106
SY 2020-2021,2020,2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,88218,92456,88416,81183,75224,70345,66268,42776,40888,37749,32096,798,2702,1175,10017,0,6907,28,21,782,2165,885,7559,0,6155,22,52,17228,5505,755
SY 2020-2021,2020,2021,CAR - Cordillera Administrative Region,31801,28883,35074,32086,27743,30921,32259,27104,26923,26454,24009,1273,6544,2025,2928,21,5650,69,46,1135,4251,1585,2432,37,4550,68,38,11007,5128,1258
SY 2020-2021,2020,2021,NCR - National Capital Region,160389,174573,190446,184955,160502,171628,180654,178693,176095,173562,161245,11312,12928,10480,7683,0,21699,274,507,7733,8454,7092,5568,0,17933,209,527,38796,30017,3997
